P1,P3,P4,P7,EDAD,SEXO,ENT,DOMINIO,REGION,EST_DIS,UPM_DIS,ESTRATO
9,1,1,3,52,1,1,1,2,1,137,2
9,1,1,1,45,2,1,1,2,1,137,2
9,,,,42,2,1,1,2,1,137,2
9,1,2,2,76,2,1,1,2,1,137,2
3,1,1,3,20,1,1,1,2,1,137,2
9,2,,1,25,2,1,1,2,1,137,2
1,1,1,4,28,1,1,1,2,1,137,2
9,9,,9,67,2,1,1,2,1,137,2
9,1,2,2,35,1,1,1,2,1,137,2
3,1,1,2,41,2,1,1,2,1,137,2
9,1,2,1,26,2,1,1,2,1,137,2
4,1,2,1,41,2,1,1,2,1,137,2
1,1,2,1,32,1,1,1,2,1,137,2
4,1,2,1,21,2,1,1,2,1,137,2
2,1,1,1,24,1,1,1,2,2,138,3
9,1,1,3,45,1,1,1,2,2,138,3
9,1,2,1,68,2,1,1,2,2,138,3
9,1,1,2,27,2,1,1,2,2,138,3
9,1,1,1,23,1,1,1,2,2,138,3
9,1,2,1,47,1,1,1,2,2,138,3
9,1,2,2,38,2,1,1,2,2,138,3
9,1,1,2,23,1,1,1,2,2,138,3
9,1,2,1,34,2,1,1,2,2,138,3
9,1,1,3,48,2,1,1,2,2,138,3
9,1,2,5,25,1,1,1,2,2,138,3
9,,,,64,1,1,1,2,2,138,3
1,1,1,3,45,2,1,1,2,2,138,3
9,1,2,1,54,2,1,1,2,2,138,3
9,1,2,1,44,1,1,1,2,2,138,3
9,2,,2,48,2,1,1,2,2,138,3
9,1,2,1,41,1,1,1,2,2,138,3
9,1,2,2,21,2,1,1,2,2,138,3
4,1,1,5,37,1,1,1,2,10,139,3
4,1,2,5,32,1,1,1,2,10,139,3
4,1,1,4,51,1,1,1,2,10,139,3
9,1,1,2,62,1,1,1,2,10,140,3
9,1,1,2,24,1,1,1,2,10,140,3
3,1,2,1,31,2,1,1,2,10,140,3
3,2,,1,70,2,1,1,2,10,140,3
3,1,1,2,39,1,1,1,2,3,141,2
9,2,,1,54,2,1,1,2,3,141,2
9,1,2,1,23,2,1,1,2,3,141,2
9,1,1,2,30,1,1,1,2,3,141,2
9,1,2,1,57,1,1,1,2,3,141,2
9,9,,1,67,2,1,1,2,3,141,2
9,1,2,1,50,2,1,1,2,3,141,2
1,1,2,1,21,1,1,1,2,3,141,2
9,9,,1,52,2,1,1,2,3,141,2
9,2,,1,46,2,1,1,2,3,141,2
4,1,1,4,36,2,1,1,2,3,141,2
9,1,2,4,42,1,1,1,2,3,141,2
4,1,2,2,40,1,1,1,2,3,141,2
9,,,,77,2,1,1,2,3,141,2
9,1,2,1,21,2,1,1,2,3,141,2
9,1,2,1,22,2,1,1,2,3,141,2
9,1,2,1,57,2,1,1,2,3,141,2
9,1,1,3,55,2,1,1,2,3,141,2
4,1,2,2,32,2,1,1,2,3,142,3
5,1,1,4,30,2,1,1,2,3,142,3
9,1,1,4,59,2,1,1,2,3,142,3
1,1,1,2,35,1,1,1,2,3,142,3
5,1,1,4,34,2,1,1,2,3,142,3
7,1,2,3,47,1,1,1,2,3,142,3
9,9,,1,26,1,1,1,2,3,142,3
9,9,,1,22,2,1,1,2,3,142,3
9,1,2,3,67,1,1,1,2,3,142,3
9,1,1,3,63,1,1,1,2,3,142,3
9,1,2,1,24,1,1,1,2,3,142,3
5,1,1,4,41,1,1,1,2,3,142,3
9,,,,39,1,1,1,2,3,142,3
4,1,1,3,30,2,1,1,2,3,142,3
9,1,2,2,35,2,1,1,2,3,142,3
9,1,2,1,28,2,1,1,2,3,142,3
9,2,,9,66,2,1,1,2,3,143,2
9,9,,9,50,1,1,1,2,3,143,2
9,2,,1,24,1,1,1,2,3,143,2
9,1,1,3,38,1,1,1,2,3,143,2
9,9,,1,68,1,1,1,2,3,143,2
9,2,,1,54,2,1,1,2,3,143,2
9,1,2,1,27,1,1,1,2,3,143,2
9,1,2,1,24,1,1,1,2,3,143,2
9,2,,1,22,2,1,1,2,3,143,2
9,,,,69,2,1,1,2,3,143,2
3,1,1,2,43,2,1,1,2,3,143,2
2,1,1,1,34,2,1,1,2,3,143,2
9,1,1,2,55,2,1,1,2,3,143,2
4,1,2,2,20,1,1,1,2,3,143,2
9,,,,53,1,1,1,2,3,143,2
9,1,1,3,67,2,1,1,2,3,143,2
9,1,2,1,51,2,1,1,2,3,143,2
9,2,,1,67,2,1,1,2,3,144,2
9,2,,1,80,1,1,1,2,3,144,2
9,1,1,3,24,2,1,1,2,3,144,2
3,1,1,1,39,1,1,1,2,3,144,2
9,1,1,2,29,1,1,1,2,3,144,2
9,1,2,2,25,1,1,1,2,3,144,2
9,1,2,1,39,1,1,1,2,3,144,2
9,1,2,1,33,2,1,1,2,3,144,2
9,9,,1,20,2,1,1,2,3,144,2
9,1,1,1,30,2,1,1,2,3,144,2
9,1,2,1,34,2,1,1,2,3,144,2
9,2,,1,32,2,1,1,2,3,144,2
9,,,,57,2,1,1,2,3,144,2
9,1,2,1,32,1,1,1,2,3,144,2
2,1,1,3,43,1,1,1,2,3,144,2
9,,,,87,1,1,1,2,3,144,2
9,1,2,1,72,2,1,1,2,3,144,2
9,9,,1,57,2,1,1,2,3,144,2
9,2,,1,39,2,1,2,2,4,145,2
9,9,,1,24,1,1,2,2,4,145,2
9,2,,1,57,2,1,2,2,4,145,2
9,2,,1,26,1,1,2,2,4,145,2
9,2,,1,69,2,1,2,2,4,145,2
1,2,,4,58,2,1,2,2,4,145,2
5,1,1,3,37,1,1,2,2,4,145,2
9,1,2,1,42,1,1,2,2,4,145,2
9,9,,9,74,2,1,2,2,4,145,2
9,1,1,4,45,1,1,2,2,4,145,2
9,1,2,1,33,2,1,2,2,4,145,2
9,1,1,1,20,2,1,2,2,4,145,2
9,,,,71,2,1,2,2,4,145,2
2,1,1,4,34,2,1,2,2,4,145,2
3,1,1,2,49,1,1,2,2,4,145,2
9,1,2,2,93,1,1,2,2,4,145,2
2,2,,1,47,2,1,2,2,4,145,2
9,1,1,3,36,1,1,2,2,4,145,2
9,,,,73,2,1,2,2,4,145,2
9,,,,30,2,1,2,2,4,145,2
5,1,1,3,24,1,1,2,2,4,146,2
9,1,2,1,49,2,1,2,2,4,146,2
9,1,1,2,38,1,1,2,2,4,146,2
9,1,1,1,37,2,1,2,2,4,146,2
9,1,2,2,41,1,1,2,2,4,146,2
4,1,1,3,42,2,1,2,2,4,146,2
9,1,2,1,42,1,1,2,2,4,146,2
2,1,1,3,45,2,1,2,2,4,146,2
2,2,,1,51,2,1,2,2,4,146,2
5,1,1,5,29,1,1,2,2,4,146,2
9,1,2,3,26,2,1,2,2,4,146,2
9,1,2,1,23,2,1,2,2,4,146,2
9,1,1,1,32,2,1,2,2,4,146,2
9,1,2,5,30,2,1,2,2,4,146,2
9,1,1,3,44,2,1,2,2,4,146,2
9,1,2,3,33,1,1,2,2,4,146,2
9,,,,67,2,1,2,2,4,147,2
9,1,1,1,40,2,1,2,2,4,147,2
9,1,2,1,51,1,1,2,2,4,147,2
9,,,,73,1,1,2,2,4,147,2
9,1,2,1,22,1,1,2,2,4,147,2
9,1,1,3,36,2,1,2,2,4,147,2
9,1,1,3,33,2,1,2,2,4,147,2
5,1,1,3,58,1,1,2,2,4,147,2
9,2,,1,62,2,1,2,2,4,147,2
9,1,1,2,45,2,1,2,2,4,147,2
9,2,,1,38,1,1,2,2,4,147,2
9,1,2,2,40,2,1,2,2,4,147,2
9,1,2,5,28,1,1,2,2,4,147,2
9,1,2,1,91,1,1,2,2,4,147,2
4,1,1,3,23,2,1,2,2,4,147,2
9,,,,48,2,1,2,2,4,147,2
9,1,1,2,30,1,1,2,2,4,147,2
9,1,2,2,35,2,1,2,2,4,147,2
9,1,2,3,31,1,1,2,2,4,147,2
2,1,2,2,22,1,1,2,2,4,148,2
9,1,2,1,65,2,1,2,2,4,148,2
9,1,1,1,61,1,1,2,2,4,148,2
9,2,,1,36,2,1,2,2,4,148,2
9,1,1,3,24,1,1,2,2,4,148,2
9,1,1,1,36,2,1,2,2,4,148,2
6,1,1,3,27,1,1,2,2,4,148,2
7,1,1,1,23,1,1,2,2,4,148,2
9,,,,40,1,1,2,2,4,148,2
9,2,,1,78,1,1,2,2,4,148,2
9,,,,22,1,1,2,2,4,148,2
3,1,1,3,23,1,1,2,2,4,148,2
9,1,2,1,49,2,1,2,2,4,148,2
9,,,,92,1,1,2,2,4,148,2
9,1,2,1,63,1,1,2,2,4,148,2
1,9,,9,56,1,1,2,2,4,148,2
9,1,2,1,36,1,1,2,2,4,148,2
9,9,,9,65,1,1,2,2,4,148,2
3,1,1,2,43,2,1,2,2,4,148,2
9,1,2,1,38,2,1,2,2,4,148,2
9,9,,1,69,1,1,2,2,4,149,2
9,9,,1,66,2,1,2,2,4,149,2
9,1,1,1,41,2,1,2,2,4,149,2
1,2,,2,27,1,1,2,2,4,149,2
4,1,1,1,25,1,1,2,2,4,149,2
9,1,1,3,45,2,1,2,2,4,149,2
9,2,,9,68,1,1,2,2,4,149,2
9,1,1,1,34,1,1,2,2,4,149,2
9,2,,2,59,1,1,2,2,4,149,2
9,2,,1,75,1,1,2,2,4,149,2
9,1,2,2,24,1,1,2,2,4,149,2
9,1,2,1,37,2,1,2,2,4,149,2
9,1,1,3,23,2,1,2,2,4,149,2
9,1,1,3,23,1,1,2,2,4,149,2
2,2,,3,20,2,1,2,2,4,149,2
2,1,1,4,30,1,1,2,2,4,149,2
9,,,,42,1,1,2,2,4,149,2
4,1,1,3,59,2,1,2,2,4,149,2
9,1,2,2,26,1,1,2,2,4,149,2
6,1,2,2,48,2,1,2,2,4,150,2
2,1,2,3,41,1,1,2,2,4,150,2
2,2,,1,65,2,1,2,2,4,150,2
9,1,2,1,29,2,1,2,2,4,150,2
9,,,,34,1,1,2,2,4,150,2
9,1,2,1,25,2,1,2,2,4,150,2
9,1,2,1,54,2,1,2,2,4,150,2
9,2,,1,33,1,1,2,2,4,150,2
9,,,,35,2,1,2,2,4,150,2
9,1,1,3,32,2,1,2,2,4,150,2
9,,,,61,2,1,2,2,4,150,2
9,1,1,5,33,1,1,2,2,4,150,2
5,1,1,4,23,1,1,2,2,4,150,2
1,,,,42,1,1,2,2,4,150,2
9,1,1,3,31,1,1,2,2,4,150,2
9,1,1,2,32,2,1,2,2,4,150,2
9,9,,9,46,2,1,2,2,4,150,2
9,1,2,2,37,1,1,2,2,4,150,2
9,1,2,3,28,2,1,2,2,4,151,2
9,9,,1,56,2,1,2,2,4,151,2
2,1,2,1,48,2,1,2,2,4,151,2
9,9,,1,59,2,1,2,2,4,151,2
9,,,,73,2,1,2,2,4,151,2
9,9,,1,23,1,1,2,2,4,151,2
9,1,1,1,21,1,1,2,2,4,151,2
1,1,1,1,28,2,1,2,2,4,151,2
9,1,2,1,66,1,1,2,2,4,151,2
9,1,1,1,43,2,1,2,2,4,151,2
9,1,2,3,40,1,1,2,2,4,151,2
5,1,2,1,39,2,1,2,2,4,151,2
9,1,1,1,43,2,1,2,2,4,151,2
3,1,1,2,50,2,1,2,2,4,151,2
9,2,,2,37,2,1,2,2,4,151,2
9,1,1,3,44,2,1,2,2,4,151,2
9,1,2,3,30,2,1,2,2,4,152,2
4,1,1,1,20,1,1,2,2,4,152,2
2,2,,3,44,2,1,2,2,4,152,2
2,1,1,3,30,1,1,2,2,4,152,2
9,,,,52,1,1,2,2,4,152,2
4,1,1,5,45,2,1,2,2,4,152,2
9,2,,1,20,2,1,2,2,4,152,2
1,1,2,1,27,1,1,2,2,4,152,2
1,,,,52,1,1,2,2,4,152,2
9,,,,52,1,1,2,2,4,152,2
1,2,,1,68,1,1,2,2,4,152,2
9,1,2,3,80,2,1,2,2,4,152,2
9,1,2,1,51,2,1,2,2,4,152,2
9,1,1,4,52,1,1,2,2,4,152,2
1,1,2,3,28,2,1,2,2,4,152,2
9,1,2,1,42,1,1,2,2,4,152,2
1,1,1,5,59,1,1,2,2,4,152,2
4,1,1,4,34,2,1,2,2,4,152,2
9,9,,9,68,2,1,2,2,4,152,2
4,1,1,2,42,2,2,1,1,17,153,3
9,1,1,2,38,1,2,1,1,17,153,3
9,1,2,1,61,1,2,1,1,17,153,3
3,1,2,1,36,1,2,1,1,17,153,3
3,1,1,4,26,2,2,1,1,18,154,4
4,1,2,2,30,1,2,1,1,17,155,3
9,1,1,4,42,2,2,1,1,17,155,3
9,1,2,1,37,2,2,1,1,17,155,3
9,1,1,2,22,1,2,1,1,17,156,3
4,1,2,2,66,1,2,1,1,17,156,3
9,1,2,2,24,1,2,1,1,18,157,4
9,1,2,1,58,2,2,1,1,18,157,4
4,1,2,1,29,2,2,1,1,18,157,4
9,1,2,1,44,2,2,1,1,18,157,4
9,1,2,1,41,1,2,1,1,18,157,4
3,1,1,4,26,1,2,1,1,16,158,2
9,1,2,2,27,1,2,1,1,16,158,2
3,1,2,2,33,1,2,1,1,16,158,2
9,1,2,1,63,1,2,1,1,17,159,3
9,2,,1,54,2,2,1,1,17,159,3
6,1,1,3,60,1,2,1,1,17,159,3
4,1,1,3,74,1,2,1,1,17,160,3
9,,,,84,2,2,1,1,17,160,3
9,1,1,3,34,2,2,1,1,17,160,3
9,1,2,1,44,1,2,1,1,17,160,3
9,1,1,3,23,1,2,1,1,18,161,4
9,1,1,2,27,2,2,1,1,18,161,4
4,1,1,5,42,2,2,1,1,18,161,4
9,1,2,1,52,2,2,1,1,18,161,4
9,9,,9,45,2,2,1,1,17,162,3
5,1,1,4,29,1,2,1,1,17,162,3
1,2,,1,58,2,2,1,1,17,162,3
4,9,,1,55,1,2,1,1,17,162,3
9,2,,1,74,2,2,1,1,17,162,3
3,1,2,1,40,1,2,1,1,17,163,3
3,1,1,1,31,1,2,1,1,17,163,3
9,1,2,1,39,1,2,1,1,17,163,3
9,1,2,1,39,1,2,1,1,17,163,3
9,9,,1,34,1,2,1,1,16,164,2
4,1,2,1,27,1,2,1,1,16,164,2
9,1,1,4,33,2,2,1,1,16,164,2
9,,,,28,2,2,1,1,16,164,2
9,1,2,1,53,1,2,1,1,17,165,3
1,1,1,3,27,2,2,1,1,17,165,3
9,1,1,2,37,1,2,1,1,17,165,3
3,1,1,3,57,1,2,1,1,17,165,3
9,,,,83,2,2,1,1,16,166,2
9,2,,1,46,2,2,1,1,16,166,2
9,2,,1,63,1,2,1,1,16,166,2
9,1,1,1,45,2,2,1,1,16,166,2
9,1,1,3,34,2,2,1,1,17,167,3
9,1,2,2,73,2,2,1,1,17,167,3
9,1,2,3,52,1,2,1,1,17,167,3
9,1,1,3,61,2,2,1,1,17,167,3
4,1,2,3,55,1,2,1,1,17,167,3
9,1,2,1,51,2,2,1,1,18,168,4
9,2,,1,28,2,2,1,1,18,168,4
9,1,2,1,48,2,2,1,1,16,169,2
9,1,2,3,42,1,2,1,1,16,169,2
4,1,1,3,51,1,2,1,1,16,169,2
4,1,1,5,26,1,2,1,1,16,169,2
9,1,2,1,58,2,2,1,1,16,169,2
1,1,1,2,29,1,2,1,1,17,170,3
2,1,1,2,32,2,2,1,1,17,170,3
9,1,2,1,24,2,2,1,1,17,170,3
9,2,,1,75,1,2,1,1,17,171,3
4,1,1,5,79,1,2,1,1,17,171,3
4,1,1,5,30,2,2,1,1,17,172,3
9,1,1,3,66,1,2,1,1,17,172,3
9,2,,1,33,2,2,1,1,18,174,4
9,1,1,2,58,1,2,1,1,18,174,4
9,2,,1,44,1,2,1,1,18,174,4
3,1,2,1,42,2,2,1,1,18,174,4
9,2,,1,22,2,2,1,1,17,175,3
9,1,2,1,26,1,2,1,1,17,175,3
9,1,1,3,42,2,2,1,1,17,175,3
9,1,2,1,60,2,2,1,1,17,176,3
9,1,1,1,62,2,2,1,1,17,176,3
9,1,1,1,34,1,2,1,1,17,176,3
1,1,1,3,48,2,2,1,1,17,177,3
7,1,1,3,37,1,2,1,1,17,177,3
9,1,1,3,59,1,2,1,1,17,177,3
9,1,2,1,62,2,2,1,1,17,177,3
1,1,2,1,61,1,2,1,1,17,178,3
3,1,1,2,34,1,2,1,1,17,178,3
9,1,1,2,21,1,2,1,1,17,178,3
9,1,2,1,20,1,2,1,1,16,179,2
9,1,1,3,34,1,2,1,1,16,179,2
9,,,,70,1,2,1,1,16,179,2
6,9,,1,47,2,2,1,1,16,179,2
2,1,1,2,29,2,2,1,1,16,180,2
9,1,1,1,46,1,2,1,1,16,180,2
2,1,1,2,37,1,2,1,1,16,180,2
9,,,,65,1,2,1,1,16,180,2
3,1,1,4,40,2,2,1,1,18,181,4
4,1,1,9,21,2,2,1,1,18,181,4
9,1,1,1,60,2,2,1,1,18,182,4
5,1,1,3,38,2,2,1,1,18,182,4
3,1,1,4,62,2,2,1,1,18,182,4
4,1,1,5,36,1,2,1,1,18,182,4
9,1,2,1,52,2,2,1,1,17,183,3
9,1,2,1,62,1,2,1,1,17,183,3
4,1,1,5,40,1,2,1,1,17,183,3
9,1,1,9,44,2,2,1,1,17,183,3
6,9,,1,60,2,2,1,1,17,184,3
3,2,,1,45,1,2,1,1,17,184,3
2,1,1,9,37,2,2,1,1,17,184,3
9,2,,1,20,2,2,1,1,17,185,3
6,,,,76,2,2,1,1,17,185,3
4,2,,1,22,1,2,1,1,17,185,3
6,,,,49,1,2,1,1,17,185,3
9,9,,1,54,1,2,1,1,16,186,2
9,1,2,1,72,2,2,1,1,16,186,2
9,1,2,1,41,2,2,1,1,16,186,2
9,1,2,1,61,1,2,1,1,17,187,3
9,1,1,4,33,1,2,1,1,17,187,3
9,1,2,1,22,2,2,1,1,17,187,3
3,9,,1,46,1,2,1,1,17,188,3
9,,,,84,2,2,1,1,17,188,3
9,1,1,5,66,2,2,1,1,17,188,3
9,2,,1,64,1,2,1,1,17,189,3
9,1,1,3,49,1,2,1,1,17,189,3
9,1,1,3,64,1,2,1,1,17,189,3
9,,,,69,2,2,1,1,17,190,3
9,2,,1,54,1,2,1,1,17,190,3
4,1,1,3,29,1,2,1,1,17,190,3
1,1,2,1,49,1,2,1,1,17,190,3
9,1,2,1,60,1,2,1,1,17,191,3
9,2,,1,44,2,2,1,1,17,191,3
9,1,1,3,33,1,2,1,1,17,191,3
9,2,,1,57,2,2,1,1,17,191,3
9,1,1,4,22,1,2,1,1,17,191,3
9,1,1,3,29,1,2,1,1,16,192,2
9,9,,1,65,1,2,1,1,16,192,2
9,1,1,3,59,1,2,1,1,16,192,2
1,2,,1,24,1,2,1,1,16,192,2
9,1,1,3,53,1,2,1,1,16,192,2
3,1,2,2,24,1,2,1,1,17,193,3
2,1,2,2,46,2,2,1,1,17,193,3
9,1,1,3,54,2,2,1,1,17,194,3
9,1,1,3,53,2,2,1,1,17,194,3
9,1,2,1,28,1,2,1,1,17,194,3
4,1,1,3,50,2,2,1,1,17,195,3
3,2,,3,53,1,2,1,1,17,195,3
4,1,1,4,25,2,2,1,1,17,195,3
9,2,,3,62,1,2,1,1,17,195,3
5,1,1,3,26,1,2,1,1,16,196,2
9,1,2,1,51,1,2,1,1,16,196,2
9,1,1,2,32,1,2,1,1,16,196,2
9,1,1,3,50,2,2,1,1,16,196,2
3,1,1,3,23,2,2,1,1,16,196,2
4,9,,1,37,1,2,1,1,16,197,2
9,1,1,3,59,1,2,1,1,16,197,2
4,2,,1,34,1,2,1,1,16,197,2
9,1,2,1,21,1,2,1,1,17,198,3
9,2,,1,44,2,2,1,1,17,198,3
9,1,2,1,36,2,2,1,1,17,198,3
9,2,,1,38,2,2,1,1,16,199,2
9,2,,1,28,2,2,1,1,16,199,2
9,1,2,1,42,2,2,1,1,16,199,2
9,2,,1,54,1,2,1,1,16,200,2
9,2,,1,27,2,2,1,1,16,200,2
9,,,,64,1,2,1,1,16,200,2
9,2,,1,30,1,2,1,1,16,200,2
3,1,2,1,45,2,2,1,1,18,201,4
5,2,,4,27,1,2,1,1,18,201,4
9,2,,1,51,1,2,1,1,18,201,4
2,2,,1,45,1,2,1,1,18,201,4
9,2,,1,51,1,2,1,1,18,201,4
9,1,1,4,40,1,2,1,1,18,202,4
9,1,1,3,34,2,2,1,1,18,202,4
9,1,2,2,34,1,2,1,1,18,202,4
9,1,1,2,48,1,2,1,1,18,202,4
6,,,,71,2,2,1,1,18,203,4
6,1,1,2,40,2,2,1,1,18,203,4
9,1,1,3,47,1,2,1,1,18,203,4
9,1,1,3,30,1,2,1,1,18,204,4
9,1,2,1,44,1,2,1,1,18,204,4
9,1,1,3,22,2,2,1,1,18,204,4
9,2,,1,23,2,2,1,1,18,204,4
9,1,2,1,61,1,2,1,1,18,205,4
9,1,1,2,44,2,2,1,1,18,205,4
9,1,1,9,49,2,2,1,1,18,205,4
9,1,1,3,33,2,2,1,1,18,205,4
9,1,2,1,56,1,2,1,1,18,205,4
4,1,1,5,38,1,2,1,1,17,206,3
9,1,1,4,41,2,2,1,1,17,206,3
9,1,1,3,46,2,2,1,1,17,206,3
9,,,,67,2,2,1,1,17,206,3
9,1,2,1,51,2,2,1,1,17,206,3
9,1,1,3,49,1,2,1,1,16,207,2
9,1,1,5,42,2,2,1,1,16,207,2
9,,,,51,2,2,1,1,16,207,2
9,1,1,4,24,1,2,1,1,16,207,2
9,1,2,1,35,1,2,1,1,18,208,4
1,1,1,3,49,1,2,1,1,18,208,4
3,1,1,3,35,2,2,1,1,18,208,4
9,9,,1,35,1,2,1,1,16,209,2
9,1,2,1,26,1,2,1,1,16,209,2
9,1,1,3,42,2,2,1,1,16,209,2
9,2,,1,44,1,2,1,1,16,209,2
3,1,1,2,24,1,2,1,1,16,209,2
6,1,1,4,30,2,2,1,1,18,210,4
4,1,1,4,45,1,2,1,1,18,210,4
1,1,1,3,35,1,2,1,1,18,211,4
4,1,1,3,51,1,2,1,1,18,211,4
5,1,1,3,29,2,2,1,1,18,211,4
9,1,2,1,32,2,2,1,1,18,211,4
9,9,,1,59,2,2,1,1,16,212,2
9,1,1,3,33,1,2,1,1,16,212,2
2,1,1,9,22,2,2,1,1,16,212,2
9,1,1,4,30,1,2,1,1,17,213,3
3,1,1,3,43,1,2,1,1,17,214,3
3,1,1,2,23,2,2,1,1,17,214,3
3,1,2,1,20,1,2,1,1,17,214,3
3,1,1,2,69,2,2,1,1,17,214,3
5,1,1,3,42,2,2,1,1,18,215,4
9,1,2,3,74,2,2,1,1,18,215,4
9,1,1,1,50,1,2,1,1,18,215,4
9,,,,83,1,2,1,1,18,215,4
9,9,,9,61,2,2,1,1,17,216,3
9,1,1,1,72,1,2,1,1,17,216,3
9,1,2,1,50,1,2,1,1,17,217,3
9,2,,1,58,2,2,1,1,17,217,3
9,1,1,5,69,1,2,1,1,18,218,4
9,1,1,5,55,1,2,1,1,18,218,4
9,1,1,3,35,2,2,1,1,16,219,2
4,1,1,2,25,2,2,1,1,16,219,2
1,2,,4,28,1,2,1,1,16,220,2
9,1,2,2,40,1,2,1,1,16,220,2
9,1,1,3,41,1,2,1,1,16,220,2
1,1,2,3,69,2,2,1,1,16,220,2
2,1,2,1,26,1,2,1,1,16,221,2
4,1,1,5,52,1,2,1,1,16,221,2
9,1,1,4,36,2,2,1,1,16,221,2
9,,,,56,2,2,1,1,17,222,3
9,1,2,1,36,2,2,1,1,17,222,3
9,1,2,2,37,2,2,1,1,17,222,3
9,1,1,3,52,1,2,1,1,17,222,3
9,1,1,2,25,1,2,1,1,17,222,3
5,1,1,2,65,1,2,1,1,17,223,3
9,1,1,3,41,2,2,1,1,17,223,3
9,1,1,3,27,1,2,1,1,17,223,3
9,1,1,5,42,1,2,1,1,17,223,3
9,1,1,3,75,1,2,1,1,18,224,4
3,1,2,1,68,2,2,1,1,18,224,4
3,1,1,2,65,2,2,1,1,18,224,4
9,1,1,3,65,2,2,1,1,18,224,4
4,1,1,3,55,2,2,1,1,18,224,4
9,1,1,3,45,2,2,1,1,16,225,2
9,,,,77,2,2,1,1,16,225,2
9,1,2,1,37,1,2,1,1,16,226,2
9,1,2,5,31,2,2,1,1,16,226,2
9,2,,1,37,2,2,1,1,16,227,2
9,9,,1,36,1,2,1,1,16,227,2
9,1,1,3,60,1,2,1,1,16,227,2
9,1,2,1,64,1,2,1,1,17,228,3
4,1,2,1,78,2,2,1,1,17,228,3
9,1,2,2,74,2,2,1,1,16,229,2
9,1,1,1,21,1,2,1,1,16,229,2
2,1,2,1,25,1,2,1,1,16,229,2
9,1,2,3,72,2,2,1,1,16,230,2
2,1,1,4,44,1,2,1,1,16,230,2
9,1,2,2,73,2,2,1,1,16,230,2
9,1,1,3,32,1,2,1,1,16,230,2
9,,,,72,1,2,1,1,16,230,2
9,1,1,2,22,2,2,1,1,17,231,3
9,1,1,3,46,2,2,1,1,17,231,3
9,1,2,1,41,2,2,1,1,17,231,3
9,2,,1,48,2,2,1,1,17,232,3
9,1,1,5,27,1,2,1,1,17,232,3
9,2,,1,33,2,2,1,1,17,232,3
9,1,2,9,31,2,2,1,1,17,233,3
4,1,1,3,50,2,2,1,1,17,233,3
2,1,1,4,28,2,2,1,1,17,233,3
3,1,1,5,26,2,2,1,1,17,233,3
2,1,2,1,25,1,2,1,1,16,234,1
1,1,1,3,44,1,2,1,1,16,234,1
9,1,2,1,46,1,2,1,1,16,235,2
1,1,1,3,57,2,2,1,1,16,235,2
1,1,1,4,55,2,2,1,1,16,235,2
5,1,1,5,36,2,2,1,1,16,236,2
9,2,,1,27,1,2,1,1,16,236,2
9,2,,1,39,1,2,1,1,16,236,2
7,,,,21,2,2,1,1,16,236,2
9,1,1,2,43,2,2,1,1,16,237,2
3,1,1,3,40,2,2,1,1,16,237,2
1,1,1,1,27,2,2,1,1,16,237,2
2,1,1,2,28,1,2,1,1,16,237,2
9,2,,1,63,1,2,1,1,16,237,2
9,1,1,3,41,1,2,1,1,17,238,3
9,1,2,1,54,2,2,1,1,17,238,3
9,1,2,1,20,1,2,1,1,17,238,3
9,2,,1,83,2,2,1,1,17,238,3
6,9,,1,63,2,2,1,1,16,239,2
6,1,1,3,60,2,2,1,1,16,239,2
6,2,,9,75,1,2,1,1,16,239,2
9,2,,1,64,2,2,1,1,17,240,3
9,,,,72,2,2,1,1,17,240,3
4,1,1,1,20,1,2,1,1,17,240,3
9,2,,1,41,1,2,1,1,17,240,3
9,1,2,1,43,1,2,1,1,17,241,3
4,1,1,5,57,1,2,1,1,17,241,3
2,1,1,2,54,2,2,1,1,17,241,3
9,1,2,1,50,1,2,1,1,17,241,3
9,1,1,3,59,2,2,1,1,17,242,3
4,1,1,5,50,1,2,1,1,17,242,3
9,1,2,1,42,1,2,1,1,17,242,3
9,2,,1,58,2,2,1,1,17,242,3
9,1,2,1,29,1,2,1,1,17,242,3
9,9,,1,64,1,2,1,1,16,243,2
4,1,1,3,33,1,2,1,1,16,243,2
4,1,1,3,24,2,2,1,1,16,243,2
9,1,1,3,20,2,2,1,1,18,244,4
9,1,1,4,62,1,2,1,1,18,244,4
9,1,1,5,23,2,2,1,1,18,244,4
1,1,1,1,29,1,2,1,1,17,245,3
9,1,1,4,88,1,2,1,1,17,245,3
9,1,2,2,43,1,2,1,1,16,247,2
4,1,2,2,39,2,2,1,1,16,247,2
9,1,2,2,50,2,2,1,1,16,247,2
5,9,,9,46,2,2,1,1,16,248,2
5,1,1,4,50,1,2,1,1,16,248,2
5,2,,2,41,2,2,1,1,16,248,2
7,2,,1,57,1,2,1,1,17,249,3
6,9,,1,30,1,2,1,1,17,249,3
6,2,,2,55,1,2,1,1,17,249,3
4,2,,2,65,2,2,1,1,16,250,2
9,2,,1,66,2,2,1,1,16,250,2
2,1,1,1,20,1,2,1,1,16,250,2
9,1,2,1,47,1,2,1,1,16,251,2
9,,,,76,1,2,1,1,16,251,2
3,1,2,1,41,2,2,1,1,16,251,2
2,2,,1,46,1,2,1,1,17,252,3
9,1,2,1,52,2,2,1,1,17,252,3
9,1,2,2,56,1,2,1,1,17,252,3
